corr,filtro,psu,region,p1_1,p1_2,p1_3,p2,p3,p4,p5,p6,p7,p7a,p7t,p8,p8a,p8t,p9,p9a,p9t,p10,p11_1,p11_2,p11_3,p11_4,p11_5,p11_6,p11_7,p11_8,p11_9,p11_10,p11_11,p11_12,p11_13,p11_14,p11_15,p11_16,p11_17,p11_18,p11_19,p11_20,p11_21,p11_22,p11_23,p11_24,p11_25,p12,p13_a,p13_b,p13_c,p13_d,p13_e,p13_f,p14,p15,p16,p17_a,p17_b,p17_c,p17_d,p17_e,p17_f,p17_g,p17_h,p17_i,p17_j,p17_k,p17_l,p17_m,p17_n,p18_a,p18_b,p18_c,p18_d,p18_e,p19,p20,p21,p22,p23,p24,p25,p26,p27_a,p27_b,p28_a,p28_b,te1,te2_a,te2_b,te2_c,te2_d,te2_e,te2_1,te3_a,te3_b,te3_c,te3_d,te3_e,te3_f,te3_g,te3_h,te3_i,te3_j,te4_a,te4_b,te4_c,te4_d,te5,te6,te7_a,te7_b,te7_c,te7_d,te7_e,te7_f,te7_g,te7_h,te7_i,te7_j,te8,te9_1,te9_2,te9_3,te10_1,te10_2,te10_3,te11_1,te11_2,te11_3,te12,te13,te14,te15,te16,te17,te18,te19_1,te19_2,te19_3,te20_a,te20_b,te21,te22,te23,te24,de1,de2,de2_a,de3,de4,de5,de5_c,de6,de7,de8,de9,de10,de11,de12,de13_a,de13_b,de13_c,de13_d,de13_e,de13_f,de13_g,de13_h,de13_i,de13_j,de13_k,de13_l,de13_m,de13_n,de13_o,de13_p,de14_a,de14_b,de14_c,de14_d,de14_e,de14_f,de15,de16,de17,b5,pond
1259,1227,208,13,6,3,7,1,3,2,2,2,4,,4,1,,1,1,,1,1,3,3,4,6,6,6,4,4,6,2,4,3,3,4,3,3,2,3,3,2,6,4,6,3,3,10,2,2,2,1,1,1,22,13,2,1,1,1,3,1,1,3,3,3,3,2,3,1,1,4,3,3,3,4,3,6,5,4,5,6,2,2,8,,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,5,2,3,4,4,4,3,4,4,3,4,2,2,,,,3,6,2,3,1,4,2,,,,,,,,,,,,2,1,1,1,2,23,1980-06-20T00:00:00Z,3,12,8,4,5,1,1,4,9,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,4,6,3,1,1.15786373615265
1260,1228,208,13,11,6,9,3,1,2,1,1,5,,5,2,,2,5,,5,2,5,4,5,4,4,3,3,4,4,4,2,4,4,2,2,2,4,4,2,4,2,4,6,4,4,5,2,2,2,2,1,2,39,22,1,1,4,4,3,3,2,2,2,2,3,3,3,2,2,5,5,6,5,5,3,6,5,5,4,4,3,2,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,6,1,2,4,2,4,3,4,2,5,2,4,2,,,,5,3,6,3,4,10,1,5,,1,4,1,1,2,,,1,1,2,1,1,1,1,34,1969-01-24T00:00:00Z,2,9,5,1,1,7,1,3,9,1,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,10,6,3,1,1.20403659343719
1261,1229,208,13,6,10,5,3,1,2,1,1,7,,7,2,,2,5,,5,3,5,3,5,3,2,2,2,2,3,3,3,3,5,3,2,2,3,1,1,3,2,4,6,3,3,7,2,2,1,2,1,1,39,22,1,4,4,3,3,4,4,4,4,1,3,4,4,3,1,5,4,7,7,6,2,2,6,6,5,3,3,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,6,3,1,3,4,3,3,2,3,3,3,2,1,2,1,10,,,,4,1,9,1,5,,1,1,2,2,,,,1,1,2,1,3,2,1,37,1966-03-10T00:00:00Z,2,8,4,8,5,1,1,7,9,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,6,17,4,1,1.03771758079529
1262,1230,208,13,5,11,10,3,1,1,1,3,9,9,9,5,5,5,7,7,7,2,3,4,2,6,2,6,6,6,6,2,4,4,4,2,2,2,6,2,2,2,6,2,6,2,2,11,1,1,1,1,1,1,36,25,5,1,4,4,4,4,3,3,3,3,4,4,2,3,3,6,5,4,4,5,3,2,6,5,4,4,3,2,8,,8,,1,1,2,2,1,1,5,1,1,2,1,2,2,2,2,2,1,1,2,2,1,5,1,3,2,4,3,3,3,4,3,3,3,2,,,,2,6,10,3,5,6,1,2,10000,2,,2,1,2,,,1,1,1,1,2,2,2,39,1963-08-05T00:00:00Z,1,12,12,4,2,3,1,5,9,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,7,4,4,1,0.78246146440506
1263,1235,209,13,7,13,6,1,1,1,1,1,1,,1,2,,2,3,,3,3,4,5,4,6,6,6,6,1,6,2,2,4,4,2,3,1,6,3,4,2,6,4,6,6,3,1,1,1,1,1,1,1,36,13,1,3,3,3,4,3,2,2,4,3,3,4,3,3,3,6,3,5,5,4,3,6,6,6,5,5,3,2,8,,8,,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,2,1,2,2,1,5,2,2,4,2,4,3,2,2,4,2,4,2,,,,2,4,5,9,3,5,1,5,,1,1,2,2,,,,1,1,2,1,2,1,2,42,1961-02-24T00:00:00Z,1,8,4,8,9,1,2,8,9,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,5,4,1,0.78246146440506
1264,1292,221,13,6,10,2,2,3,2,8,1,7,,7,2,,2,8,8,8,3,4,4,4,3,3,3,3,3,4,3,3,3,3,4,3,3,3,4,5,2,6,4,6,3,3,7,2,2,2,2,1,1,37,13,4,3,3,1,4,3,3,3,2,3,4,4,3,1,1,2,3,2,3,3,3,6,4,3,3,4,9,2,2,,1,9,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,2,8,4,2,1,1,4,3,2,2,4,3,3,2,2,,,,3,4,1,3,4,8,1,2,16000,1,5,3,1,2,,,1,1,2,1,1,2,2,41,1962-03-07T00:00:00Z,1,12,5,4,9,99,1,5,9,1,2,2,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,99,3,4,1,0.78246146440506
1265,1297,222,13,1,6,10,2,1,2,2,2,4,,4,1,,1,8,8,8,3,6,6,2,6,6,6,6,4,6,4,3,6,3,4,6,1,6,6,4,2,6,6,6,6,4,4,1,2,2,2,2,1,22,25,2,1,4,1,3,3,3,3,1,3,3,3,1,1,3,4,1,3,2,3,2,6,3,3,2,2,3,8,1,2,2,,3,2,1,1,1,1,5,1,1,1,1,2,2,1,1,2,1,1,1,1,1,5,3,3,3,2,2,2,4,3,3,2,2,2,,,,2,4,7,5,8,10,2,,,,,,,,,,,,2,1,2,2,2,68,1935-03-14T00:00:00Z,1,9,6,3,9,3,1,2,9,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,6,8,4,1,0.746192216873169
1266,1377,238,13,6,3,5,3,2,1,1,1,3,,3,3,,3,5,,5,2,4,2,4,3,3,6,3,3,3,3,3,4,4,4,3,4,6,3,3,4,3,3,3,3,4,3,2,2,2,2,3,1,30,13,4,3,3,4,3,3,3,1,3,2,4,3,3,3,2,5,5,5,5,6,2,6,5,5,5,4,3,1,1,2,8,,2,2,1,8,1,1,2,8,1,1,1,2,2,1,1,1,1,1,2,1,1,4,2,3,8,2,4,3,3,2,3,2,2,2,,,,3,5,9,10,8,6,3,,,,,,,,,,,,1,1,1,2,2,23,1980-04-13T00:00:00Z,3,12,5,4,5,6,1,8,9,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,6,5,4,1,1.15786373615265
1267,1397,241,13,1,3,6,2,1,1,1,1,7,,7,2,,2,4,,4,1,5,4,5,6,2,6,8,3,8,4,5,4,5,3,3,2,6,2,4,4,6,5,6,6,3,7,1,1,2,2,2,1,39,22,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,5,7,6,6,2,6,7,5,7,5,3,1,2,,8,,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,6,1,2,3,3,5,3,3,3,2,5,5,2,,,,3,9,2,4,10,3,1,2,28000,2,,1,2,,,,1,1,1,1,2,1,2,45,1958-04-05T00:00:00Z,1,12,5,4,1,10,1,7,9,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,11,4,3,1,1.0433714389801
1268,1399,241,13,6,3,11,3,3,2,2,2,2,,2,1,,1,2,,2,1,4,4,4,3,4,3,3,3,4,3,3,3,2,5,4,4,3,4,4,3,3,4,3,3,2,2,3,3,2,2,1,1,22,13,2,3,4,4,3,2,2,3,3,4,3,3,2,2,2,3,2,4,4,3,3,1,2,3,2,4,1,2,2,,1,8,2,1,1,2,2,2,5,1,1,1,1,1,2,1,2,1,1,1,8,2,2,4,1,2,1,3,4,4,2,3,2,4,2,2,,,,10,8,5,1,2,6,2,,,,,,,,,,,,2,1,1,2,1,19,1984-01-05T00:00:00Z,3,14,15,2,7,1,1,7,9,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,10,6,3,1,1.25462162494659
1269,1400,241,13,5,9,10,3,1,1,1,1,1,,1,2,,2,7,7,7,1,5,4,5,4,3,3,2,3,3,1,2,4,5,2,2,4,3,2,2,3,3,2,3,3,4,1,2,2,2,2,3,1,39,16,1,3,3,4,3,4,3,3,3,2,3,4,3,2,2,5,5,5,6,5,3,2,5,5,5,4,2,1,1,2,8,,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,5,1,2,2,2,4,2,2,4,2,3,2,1,11,4,7,,,,5,4,7,1,5,,1,5,3,2,,,,1,1,2,1,2,1,2,24,1978-12-22T00:00:00Z,2,12,5,4,2,7,9,98,9,1,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,10,4,3,1,1.15786373615265
1270,1422,246,13,7,9,11,3,2,2,1,1,9,9,9,5,5,5,7,7,7,1,4,3,4,3,3,3,3,3,4,4,3,3,4,3,3,2,4,8,3,4,6,4,4,4,4,88,2,2,2,2,2,1,48,25,8,3,3,4,3,2,2,3,3,3,3,3,2,2,2,5,4,4,3,5,3,6,4,4,4,4,2,2,2,,2,,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,2,3,3,3,3,3,3,3,3,2,,,,3,9,6,6,1,4,3,,,,,,,,,,,,2,1,1,2,1,40,1962-08-22T00:00:00Z,5,17,15,5,1,10,9,8,9,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2,10,1,2,1,1.03771758079529
1271,1427,247,13,7,6,10,2,1,1,2,2,9,9,9,5,5,5,7,7,7,8,4,3,4,3,3,3,3,3,3,4,6,3,4,3,3,1,3,3,3,3,6,3,6,3,3,11,1,1,1,1,1,1,48,25,8,4,4,4,4,3,3,3,3,3,4,3,3,4,3,4,1,2,1,2,4,6,3,1,1,1,8,8,8,,8,,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,4,2,4,2,4,4,4,2,4,2,2,,,,1,3,6,1,3,5,1,5,,2,,3,2,,,,1,1,2,1,2,2,1,54,1948-11-07T00:00:00Z,1,7,4,7,1,6,1,7,9,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,8,4,3,1,1.3042163848877
1272,1430,247,13,1,2,15,2,3,2,1,8,9,9,9,8,8,8,7,7,7,8,8,8,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,88,1,2,1,1,1,1,48,25,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,8,8,,,,,8,8,8,,8,,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,4,2,3,2,2,4,3,3,2,3,2,3,2,,,,1,4,7,1,3,6,1,4,,2,,2,2,,,,1,1,8,1,2,2,2,49,1953-11-17T00:00:00Z,1,6,4,6,2,3,1,5,9,1,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2,2,2,2,2,6,5,3,1,1.0433714389801
1273,1434,248,13,7,9,5,2,1,1,9,9,9,9,9,5,5,5,7,7,7,3,4,4,4,6,3,3,3,4,3,4,4,2,4,4,3,2,3,6,3,2,6,4,6,3,4,88,2,2,1,1,1,1,22,25,3,4,2,3,3,2,1,4,2,3,4,3,2,3,2,1,1,1,1,1,3,6,1,2,1,5,3,1,1,2,8,,3,1,1,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,4,2,4,4,3,3,3,2,3,2,,,,2,8,4,4,6,10,2,,,,,,,,,,,,2,1,2,2,2,29,1973-08-17T00:00:00Z,1,12,5,4,9,1,9,8,9,1,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,7,3,3,1,1.02533006668091
1274,1432,248,13,9,3,7,3,2,1,1,1,6,,6,2,,2,4,,4,1,5,5,5,4,8,6,4,8,4,4,8,8,5,4,8,2,8,8,8,8,6,4,6,4,4,6,2,2,3,3,2,1,39,22,1,2,4,1,3,3,1,3,1,2,3,3,3,2,1,5,1,4,2,2,3,2,6,6,5,4,3,2,1,2,1,1,3,2,2,2,1,1,5,1,1,1,1,2,2,1,1,2,2,1,2,2,1,5,1,2,4,2,4,2,4,2,4,4,2,1,1,6,10,,,,3,7,10,1,5,,1,3,2,2,,,,1,1,2,1,2,2,1,48,1954-12-03T00:00:00Z,1,9,5,1,5,1,1,5,9,1,1,2,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,5,4,4,1,1.3042163848877
1275,36,260,1,5,7,10,3,1,1,1,1,1,,1,2,,2,3,,3,1,5,3,5,4,4,6,2,3,5,4,4,2,5,4,4,2,5,4,4,5,4,2,6,5,4,1,2,2,3,2,2,2,39,22,1,1,4,3,3,3,3,3,3,1,1,1,3,1,2,5,6,5,5,5,2,2,6,6,7,4,3,2,2,,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,6,3,2,4,2,2,2,4,2,4,2,5,1,11,6,2,,,,9,5,3,1,5,,1,4,1,1,2,,,1,1,2,1,2,2,2,52,1951-11-18T00:00:00Z,6,11,5,3,1,4,1,2,9,1,3,2,1,1,2,1,1,2,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,5,4,4,2,0.944515466690063
1276,37,260,1,11,5,10,3,2,2,1,1,1,,1,2,,2,3,,3,8,4,6,3,4,6,6,3,6,6,4,3,4,4,4,6,3,6,6,3,4,6,6,6,3,4,1,2,2,1,1,1,1,22,13,4,1,3,8,2,2,2,3,2,2,3,2,3,2,2,5,4,4,4,4,2,5,6,6,6,6,3,8,8,,8,,2,1,2,1,2,8,3,2,1,2,2,2,2,2,2,2,2,1,8,1,1,4,1,2,4,2,4,2,4,2,4,2,4,1,6,11,4,,,,4,1,9,2,,,,,,,,,,,,8,1,2,2,2,74,1928-10-20T00:00:00Z,1,6,4,6,9,88,1,2,9,1,5,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,0.855739176273346
1277,38,260,1,3,10,5,2,2,3,1,1,5,,5,2,,2,3,,3,3,4,2,4,3,6,3,3,3,6,3,4,4,4,4,3,3,6,6,3,3,3,3,3,6,2,11,2,1,1,1,1,1,39,13,4,3,3,3,3,3,3,4,4,3,3,4,4,1,3,5,1,2,1,3,4,6,4,1,2,4,3,2,1,2,1,2,3,2,1,1,1,1,4,2,1,1,1,2,2,2,2,8,2,1,1,1,1,4,1,2,2,4,4,3,2,4,2,4,2,2,,,,1,3,4,5,4,3,1,5,,1,5,8,2,,,,1,1,1,1,2,2,1,31,1971-09-28T00:00:00Z,3,12,5,4,1,6,1,4,3,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,8,3,4,2,1.0392017364502
1278,40,260,1,6,10,2,4,2,2,2,2,9,9,9,1,,1,2,,2,3,4,3,4,2,6,8,8,6,6,3,8,8,3,4,8,2,6,4,3,4,6,6,6,4,4,2,2,1,1,2,1,1,22,13,2,3,3,3,3,3,4,3,3,3,3,2,3,2,3,4,6,4,4,5,2,6,,,,,2,2,1,1,1,2,1,2,2,1,1,1,4,2,1,2,1,2,2,2,2,1,2,1,2,8,1,5,2,2,3,3,4,2,3,3,2,4,2,1,10,9,8,,,,8,6,1,3,,,,,,,,,,,,2,1,2,2,1,28,1975-01-10T00:00:00Z,3,12,5,4,1,7,1,6,9,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,2,1,2,2,1,2,1,2,2,8,2,4,2,1.0392017364502
1279,171,263,4,6,11,13,2,2,3,2,2,9,9,9,8,8,8,7,7,7,1,6,6,6,6,6,6,6,6,6,3,6,6,3,4,6,6,6,6,6,6,6,6,6,6,6,4,1,1,1,1,1,1,22,13,4,2,3,3,4,3,3,4,3,4,4,4,2,3,2,1,2,1,1,3,4,6,,,,,8,2,2,,2,,2,1,2,2,2,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,4,2,4,3,3,4,3,3,3,3,1,2,11,8,,,,5,8,6,2,,,,,,,,,,,,1,1,1,2,1,52,1951-12-21T00:00:00Z,3,2,4,2,5,1,1,7,9,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,1.25761139392853
1280,172,263,4,6,10,11,2,2,2,8,8,9,9,9,8,8,8,7,7,7,8,4,6,4,6,6,6,6,6,6,2,6,6,2,4,6,6,6,6,6,6,6,6,6,6,6,88,1,1,1,1,1,1,48,25,5,4,1,3,3,3,3,4,2,4,4,4,3,4,3,1,3,1,1,3,8,8,,,,,2,2,8,,8,,2,2,2,2,2,1,5,1,1,1,1,1,2,1,1,2,2,1,1,1,1,4,2,3,3,3,3,8,3,3,8,8,8,2,,,,2,4,7,5,8,4,2,,,,,,,,,,,,2,1,2,2,2,65,1938-03-03T00:00:00Z,6,0,1,0,9,2,2,1,9,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,88,6,4,2,0.855739176273346
1281,173,263,4,6,11,13,2,2,2,1,1,7,,7,2,,2,4,,4,1,5,4,5,6,6,6,6,6,6,3,3,3,5,3,2,3,6,6,2,4,2,4,6,6,3,7,2,1,1,1,1,1,48,25,4,2,4,4,3,3,3,3,3,3,3,3,3,4,3,,3,3,3,7,4,6,5,3,3,2,2,2,2,,2,,2,8,8,8,2,1,5,1,1,1,1,1,8,1,1,1,1,1,1,1,1,5,1,8,8,8,3,3,4,2,8,3,8,1,2,7,1,,,,5,8,7,2,,,,,,,,,,,,2,1,2,2,2,83,1920-04-10T00:00:00Z,6,0,1,0,9,3,1,7,9,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,2,0.855739176273346
1282,174,263,4,10,6,1,3,1,2,1,1,1,,1,2,,2,5,,5,1,6,6,6,6,6,6,6,6,6,3,6,6,4,3,6,6,6,6,6,6,6,6,6,6,3,88,1,1,1,1,1,1,22,25,8,3,2,3,3,3,2,8,2,2,3,3,2,8,2,4,4,5,3,5,2,8,,,,,2,2,8,,8,,2,8,2,8,1,1,5,1,1,1,2,2,8,1,1,8,1,2,1,1,1,5,1,8,8,8,9,2,4,2,4,2,8,1,2,7,1,,,,5,8,4,2,,,,,,,,,,,,2,1,1,2,1,82,1921-01-01T00:00:00Z,6,0,1,0,8,2,2,2,9,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,0.988735496997833
1283,351,267,6,10,5,3,3,2,2,8,3,9,9,9,5,5,5,7,7,7,2,3,4,4,3,6,6,3,3,3,2,8,4,3,4,6,3,3,3,3,4,6,2,6,3,4,9,2,2,2,2,1,1,33,25,5,3,2,2,3,3,4,4,2,2,4,4,2,3,2,2,1,2,2,1,4,6,2,2,1,1,8,2,8,,8,,2,2,2,2,2,1,5,1,1,2,2,2,2,2,2,1,2,2,2,2,1,4,1,2,4,2,4,3,4,4,4,4,2,2,,,,3,2,88,3,6,4,1,5,,1,3,2,1,2,3,,1,1,2,1,2,2,2,30,1973-04-17T00:00:00Z,1,11,5,3,3,4,3,1,9,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,4,5,3,2,0.710766911506653
1284,352,267,6,6,7,9,1,2,2,2,2,6,,6,1,,1,1,,1,3,2,3,2,4,3,2,4,2,2,4,5,4,4,4,2,4,2,3,3,4,2,3,3,4,3,7,1,1,1,1,1,1,22,13,3,1,4,4,1,4,4,4,4,1,1,1,4,1,4,1,1,1,1,2,3,6,1,2,1,2,3,2,2,,1,2,3,1,1,2,2,1,5,2,1,1,1,2,2,2,2,2,2,1,2,1,1,7,1,2,4,2,2,2,4,2,4,2,4,1,1,10,2,,,,10,9,8,1,5,,1,1,1,1,2,,,1,1,2,1,2,2,1,36,1966-12-28T00:00:00Z,1,4,4,4,5,88,1,7,9,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,5,4,4,2,1.44697737693787
1285,353,267,6,3,11,10,1,2,1,2,2,9,9,9,5,5,5,7,7,7,1,4,2,4,2,2,2,4,2,4,4,2,2,2,4,2,2,4,2,4,4,2,2,2,2,4,9,1,1,1,1,1,1,22,13,5,1,3,2,3,4,3,2,2,3,4,2,3,1,3,4,4,3,3,4,2,6,3,4,5,4,2,2,1,1,2,,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,4,2,2,4,2,3,2,2,2,4,2,2,1,8,4,6,,,,9,5,8,3,,,,,,,,,,,,2,1,3,2,1,19,1984-06-13T00:00:00Z,3,13,13,1,1,5,1,5,9,1,5,2,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,8,5,4,2,1.13169705867767
1286,354,267,6,14,1,6,2,2,2,1,1,7,,7,2,,2,3,,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,1,1,1,1,1,1,39,22,1,3,3,2,4,3,3,4,4,3,4,2,2,2,3,1,1,4,1,5,3,6,2,3,4,1,3,1,1,2,1,1,2,2,2,2,2,2,5,1,2,2,1,2,1,1,1,2,2,1,2,2,2,6,8,2,4,2,4,2,4,2,4,2,4,1,4,3,2,,,,4,1,5,2,,,,,,,,,,,,1,1,2,2,2,27,1975-10-23T00:00:00Z,1,6,4,6,3,1,1,7,9,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,5,4,4,2,0.710766911506653
1287,355,267,6,6,1,2,2,2,2,2,2,9,9,9,5,5,5,7,7,7,1,3,2,4,2,4,6,6,6,3,4,3,4,2,3,2,3,3,3,3,3,2,3,3,4,3,11,1,1,1,1,1,1,22,13,5,4,2,3,2,2,2,2,2,3,3,3,2,3,3,3,1,2,2,2,4,6,4,3,2,1,3,2,8,,8,,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,1,2,3,2,2,2,2,3,2,2,2,1,9,4,6,,,,4,5,11,2,,,,,,,,,,,,2,1,2,2,2,58,1944-09-28T00:00:00Z,1,3,4,3,9,88,9,8,9,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,6,7,4,2,0.855739176273346
1288,376,269,6,5,11,3,3,1,1,1,1,9,9,9,5,5,5,7,7,7,1,5,4,5,8,8,6,8,6,4,4,8,6,4,2,8,1,6,3,2,2,6,6,6,6,4,7,1,2,1,1,1,1,48,25,4,2,4,2,8,4,3,4,2,2,4,2,3,2,4,6,5,4,5,6,2,6,5,5,5,5,3,2,8,,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,8,5,1,2,4,2,4,2,4,2,4,2,2,1,8,4,3,,,,1,4,3,1,4,,1,1,2,1,2,,,1,1,2,1,1,2,2,36,1966-11-09T00:00:00Z,1,12,5,4,9,1,1,4,9,1,5,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,5,5,3,2,0.929679155349731
1289,377,269,6,6,2,10,3,2,1,8,1,9,9,9,1,,1,2,,2,1,4,2,4,6,3,4,2,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,6,3,3,9,2,3,3,3,1,3,48,13,5,3,8,4,3,3,3,3,3,3,3,3,2,2,3,4,4,3,3,4,3,1,5,5,5,6,2,2,1,1,1,8,2,2,8,2,2,1,4,1,1,1,1,1,2,2,2,1,2,1,2,1,1,4,2,2,3,3,4,3,3,3,4,3,3,2,,,,3,2,4,4,10,3,3,,,,,,,,,,,,2,1,2,2,2,23,1979-09-13T00:00:00Z,3,14,15,2,5,1,1,8,9,1,1,2,1,1,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,88,4,3,2,0.659186482429504
1290,378,269,6,10,13,9,3,3,2,1,3,9,9,9,5,5,5,7,7,7,3,4,2,4,6,6,6,6,6,6,4,8,8,2,2,8,3,8,8,8,8,8,8,6,8,8,9,1,1,1,1,1,1,48,13,5,3,3,2,3,3,4,2,3,3,3,3,3,1,3,5,2,4,2,4,4,6,5,,,,3,2,8,,8,,2,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,4,2,2,3,3,3,3,4,4,4,3,3,2,,,,4,2,8,3,5,8,3,,,,,,,,,,,,2,1,1,2,2,19,1983-08-20T00:00:00Z,3,12,7,4,1,7,9,8,9,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,2,2,2,1,2,2,1,1,2,9,6,3,2,0.659186482429504
1291,379,269,6,11,6,3,3,2,2,2,2,9,9,9,5,5,5,7,7,7,1,3,4,4,4,6,6,6,6,6,3,6,4,4,4,6,3,6,6,4,3,6,3,6,6,4,88,1,1,2,2,1,1,48,25,4,1,4,3,3,3,3,3,3,3,4,3,2,1,2,3,1,3,2,4,2,6,,,,,2,1,8,,8,,3,1,1,2,2,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,5,2,4,2,4,4,2,4,2,4,2,4,1,1,4,11,,,,4,9,5,3,,,,,,,,,,,,1,1,1,2,2,22,1980-11-20T00:00:00Z,3,12,7,4,1,6,1,3,9,1,4,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,7,4,4,2,0.659186482429504
1292,380,269,6,11,6,7,3,2,1,8,8,9,9,9,5,5,5,7,7,7,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,88,1,1,1,1,1,1,48,25,8,4,4,4,3,2,2,4,3,3,4,4,3,3,2,4,3,4,1,5,8,6,,,,,2,2,8,,8,,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,2,2,8,2,4,2,3,2,4,3,4,1,11,2,9,,,,5,8,3,3,,,,,,,,,,,,8,1,2,2,1,58,1944-08-29T00:00:00Z,5,6,4,6,1,4,1,8,9,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,1,4,2,0.988735496997833
